series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Location	Sex	Units	Bounds	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	688	20.805876	44.03145697	SRB	Serbia	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP	14	15	15	16	16	15	16	16	17	17	17	17	16	16	15	15	15	14	15	15	16	16	16	17	17	17	16.6	2015	17	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Full report and data files available at: http://www.who.int/reproductivehealth/publications/monitoring/maternal-mortality-2015/en/"	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	690	55.46561591	-4.678053059	SYC	Seychelles	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB																															
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	690	55.46561591	-4.678053059	SYC	Seychelles	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB																															
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	690	55.46561591	-4.678053059	SYC	Seychelles	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP																															
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	694	-11.78306584	8.568604164	SLE	Sierra Leone	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB	3640	3710	3810	3890	3930	3920	3900	3840	3750	3610	3460	3280	3100	2900	2700	2520	2390	2290	2220	2180	2160	2120	2060	2030	2010	1980	2040	2015	1980	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	694	-11.78306584	8.568604164	SLE	Sierra Leone	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB	1780	1860	1920	1970	2010	2030	2050	2060	2060	2030	1980	1910	1830	1740	1650	1550	1480	1410	1350	1320	1270	1220	1150	1100	1050	999	1103.8	2015	999	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	694	-11.78306584	8.568604164	SLE	Sierra Leone	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP	2630	2700	2780	2850	2900	2900	2890	2870	2820	2750	2650	2530	2390	2270	2110	1990	1880	1800	1730	1680	1630	1580	1510	1460	1410	1360	1464	2015	1360	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Full report and data files available at: http://www.who.int/reproductivehealth/publications/monitoring/maternal-mortality-2015/en/"	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	702	103.8107883	1.361009155	SGP	Singapore	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB	15	12	13	13	14	15	16	18	19	21	22	23	23	22	22	21	21	19	19	16	16	17	17	16	16	17	16.6	2015	17	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	702	103.8107883	1.361009155	SGP	Singapore	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB	10	8	9	9	9	10	11	12	13	15	15	15	15	14	14	12	12	11	10	9	8	8	8	7	7	6	7.2	2015	6	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	702	103.8107883	1.361009155	SGP	Singapore	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP	12	10	11	11	12	13	14	15	16	18	18	18	18	17	17	16	16	14	14	12	11	12	12	11	10	10	11	2015	10	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Full report and data files available at: http://www.who.int/reproductivehealth/publications/monitoring/maternal-mortality-2015/en/"	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	703	19.48495604	48.70741446	SVK	Slovakia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB	14	14	13	12	12	11	10	11	10	10	9	10	9	9	8	9	8	9	7	7	7	7	7	7	7	7	7	2015	7	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	703	19.48495604	48.70741446	SVK	Slovakia	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB	9	9	9	8	8	8	8	8	8	7	7	7	6	6	6	6	5	6	5	5	5	5	5	5	4	4	4.6	2015	4	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	703	19.48495604	48.70741446	SVK	Slovakia	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP	11	11	11	10	10	9	9	9	9	9	8	8	8	7	7	7	6	7	6	6	6	6	6	6	6	6	6	2015	6	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Full report and data files available at: http://www.who.int/reproductivehealth/publications/monitoring/maternal-mortality-2015/en/"	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	704	105.802499	10.09643079	VNM	Viet Nam	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB	186	176	166	156	146	137	129	122	115	108	102	95	89	84	78	73	69	68	68	70	72	70	72	73	73	74	72.4	2015	74	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	704	105.802499	10.09643079	VNM	Viet Nam	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB	92	89	86	82	78	75	72	68	65	63	61	59	57	55	53	51	50	50	49	48	48	45	45	44	42	41	43.4	2015	41	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	704	105.802499	10.09643079	VNM	Viet Nam	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP	139	132	126	119	113	107	101	95	90	85	81	76	72	68	64	61	59	58	58	57	58	56	56	55	54	54	55	2015	54	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Full report and data files available at: http://www.who.int/reproductivehealth/publications/monitoring/maternal-mortality-2015/en/"	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	705	14.82209486	46.11958061	SVN	Slovenia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB	14	14	15	15	15	15	15	14	15	15	15	14	15	14	15	14	11	13	12	12	13	14	13	13	14	14	13.6	2015	14	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	705	14.82209486	46.11958061	SVN	Slovenia	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB	9	10	10	10	10	10	10	9	10	10	10	9	9	9	10	9	7	8	7	7	7	7	6	6	6	6	6.2	2015	6	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	705	14.82209486	46.11958061	SVN	Slovenia	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP	12	12	13	12	13	12	12	11	12	12	12	11	12	11	12	11	9	10	9	9	9	9	8	9	9	9	8.8	2015	9	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Full report and data files available at: http://www.who.int/reproductivehealth/publications/monitoring/maternal-mortality-2015/en/"	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	706	46.20367477	4.406485729	SOM	Somalia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB	1980	1980	1990	2000	2010	2020	2010	1980	1950	1930	1870	1840	1790	1760	1720	1690	1650	1610	1560	1530	1500	1480	1460	1430	1420	1390	1436	2015	1390	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	706	46.20367477	4.406485729	SOM	Somalia	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB	707	699	696	690	691	686	672	654	628	612	594	573	556	535	518	499	487	472	447	434	424	414	402	385	372	361	386.8	2015	361	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	706	46.20367477	4.406485729	SOM	Somalia	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP	1210	1210	1210	1210	1200	1190	1190	1160	1130	1110	1080	1050	1020	999	971	939	911	885	865	846	820	808	791	775	753	732	771.8	2015	732	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Full report and data files available at: http://www.who.int/reproductivehealth/publications/monitoring/maternal-mortality-2015/en/"	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	710	24.67184355	-29.99957544	ZAF	South Africa	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB	159	141	121	102	87	76	69	66	69	78	87	92	96	104	108	114	121	128	141	150	157	157	154	149	149	154	152.6	2015	154	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	710	24.67184355	-29.99957544	ZAF	South Africa	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB	74	70	64	59	55	53	53	56	64	74	83	87	93	101	105	111	117	124	136	145	151	151	149	142	132	124	139.6	2015	124	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	710	24.67184355	-29.99957544	ZAF	South Africa	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP	108	98	88	77	69	62	60	61	66	76	85	89	95	102	107	112	119	126	138	148	154	154	152	145	140	138	145.8	2015	138	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Full report and data files available at: http://www.who.int/reproductivehealth/publications/monitoring/maternal-mortality-2015/en/"	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB	523	504	483	469	492	518	552	581	604	636	664	694	712	722	705	680	646	613	587	543	510	478	454	452	498	563	489	2015	563	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	716	29.86909584	-19.00075492	ZWE	Zimbabwe	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB	351	347	342	340	364	388	418	447	473	505	534	565	586	602	598	584	557	519	483	433	392	354	324	311	334	363	337.2	2015	363	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	716	29.86909584	-19.00075492	ZWE	Zimbabwe	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP	440	428	414	405	427	449	479	505	530	563	590	621	642	657	648	629	600	564	533	485	446	409	379	369	401	443	400.2	2015	443	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Full report and data files available at: http://www.who.int/reproductivehealth/publications/monitoring/maternal-mortality-2015/en/"	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	724	-3.554078296	40.39211472	ESP	Spain	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB	7	7	7	7	7	7	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	2015	6	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	724	-3.554078296	40.39211472	ESP	Spain	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB	6	6	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	2015	4	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	724	-3.554078296	40.39211472	ESP	Spain	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP	6	6	6	6	6	6	6	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	2015	5	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Full report and data files available at: http://www.who.int/reproductivehealth/publications/monitoring/maternal-mortality-2015/en/"	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	728	30.32618773	7.290839152	SSD	South Sudan	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB	2440	2380	2330	2260	2200	2110	2030	1940	1870	1810	1760	1700	1640	1570	1500	1410	1340	1280	1230	1190	1190	1190	1190	1190	1190	1150	1182	2015	1150	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	728	30.32618773	7.290839152	SSD	South Sudan	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB	1180	1170	1160	1140	1110	1080	1050	1020	997	983	970	946	925	896	865	826	784	737	699	662	639	625	601	581	557	523	577.4	2015	523	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	728	30.32618773	7.290839152	SSD	South Sudan	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP	1730	1700	1670	1630	1580	1530	1470	1410	1370	1340	1310	1270	1230	1190	1150	1090	1030	971	928	886	876	869	857	841	823	789	835.8	2015	789	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Full report and data files available at: http://www.who.int/reproductivehealth/publications/monitoring/maternal-mortality-2015/en/"	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	732	-13.13515523	24.66265342	ESH	Western Sahara	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB																															
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	732	-13.13515523	24.66265342	ESH	Western Sahara	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB																															
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	732	-13.13515523	24.66265342	ESH	Western Sahara	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP																															
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	736	29.95650159	16.02643066	SDN	Sudan	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB																															
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	736	29.95650159	16.02643066	SDN	Sudan	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB																															
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	736	29.95650159	16.02643066	SDN	Sudan	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP																															
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	740	-55.90626394	4.132603197	SUR	Suriname	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB	155	147	165	186	212	214	222	232	258	287	312	323	328	315	291	269	262	261	234	215	208	196	199	214	216	220	209	2015	220	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	740	-55.90626394	4.132603197	SUR	Suriname	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB	104	100	113	127	144	146	152	160	179	200	219	226	229	219	202	187	183	180	161	146	138	125	121	122	115	110	118.6	2015	110	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	740	-55.90626394	4.132603197	SUR	Suriname	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP	127	122	137	153	174	177	184	192	213	237	259	267	271	261	241	223	218	217	194	177	169	157	155	162	158	155	157.4	2015	155	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Full report and data files available at: http://www.who.int/reproductivehealth/publications/monitoring/maternal-mortality-2015/en/"	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB																															
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB																															
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP																															
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	748	31.50149288	-26.56471011	SWZ	Swaziland	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB	995	936	888	852	821	820	822	828	841	850	846	851	852	843	840	832	798	754	716	691	675	654	634	651	638	627	640.8	2015	627	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	748	31.50149288	-26.56471011	SWZ	Swaziland	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB	390	370	350	336	334	338	347	358	375	389	403	417	424	430	432	425	395	357	322	300	291	273	255	268	257	251	260.8	2015	251	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	748	31.50149288	-26.56471011	SWZ	Swaziland	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP	635	602	570	549	538	537	545	553	567	579	586	597	601	601	601	595	561	517	476	451	436	418	400	413	400	389	404	2015	389	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Full report and data files available at: http://www.who.int/reproductivehealth/publications/monitoring/maternal-mortality-2015/en/"	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	752	14.3775338	60.60103109	SWE	Sweden	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB	9	8	8	8	8	7	7	6	6	6	6	6	6	6	6	6	6	6	6	6	5	5	6	5	5	5	5.2	2015	5	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	752	14.3775338	60.60103109	SWE	Sweden	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB	7	6	6	6	6	6	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	3	3	3.6	2015	3	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	752	14.3775338	60.60103109	SWE	Sweden	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP	8	7	7	7	7	6	6	6	6	6	5	5	5	5	6	5	5	5	5	5	4	4	4	4	4	4	4	2015	4	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Full report and data files available at: http://www.who.int/reproductivehealth/publications/monitoring/maternal-mortality-2015/en/"	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	756	8.223158	46.96617097	CHE	Switzerland	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB	10	9	9	9	9	10	9	9	8	8	8	8	8	8	7	8	8	7	7	7	7	7	7	7	7	7	7	2015	7	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	756	8.223158	46.96617097	CHE	Switzerland	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB	7	7	7	7	7	7	6	6	6	6	6	6	6	6	5	6	5	5	5	5	5	5	5	4	4	4	4.4	2015	4	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	756	8.223158	46.96617097	CHE	Switzerland	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP	8	8	8	8	8	8	8	7	7	7	7	7	7	6	6	7	6	6	6	6	6	6	6	5	5	5	5.4	2015	5	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Full report and data files available at: http://www.who.int/reproductivehealth/publications/monitoring/maternal-mortality-2015/en/"	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB	177	165	153	141	133	126	121	116	111	107	102	98	93	88	83	78	74	70	67	65	66	71	77	84	91	97	84	2015	97	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB	81	77	72	68	65	62	59	58	56	54	52	51	49	47	45	44	42	40	39	38	37	39	41	43	46	48	43.4	2015	48	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP	123	114	106	99	94	89	85	82	80	77	73	70	67	64	61	58	55	53	51	49	49	52	56	60	64	68	60	2015	68	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Full report and data files available at: http://www.who.int/reproductivehealth/publications/monitoring/maternal-mortality-2015/en/"	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	762	69.294998	38.43069666	TJK	Tajikistan	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB	126	127	131	176	162	149	135	120	104	87	80	81	69	58	56	58	51	51	51	51	51	52	51	52	51	51	51.4	2015	51	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	762	69.294998	38.43069666	TJK	Tajikistan	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB	93	94	97	131	121	112	100	88	75	63	58	58	49	40	38	37	30	29	27	26	24	23	22	21	20	19	21	2015	19	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	762	69.294998	38.43069666	TJK	Tajikistan	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP	107	108	113	151	140	129	116	103	89	74	68	69	58	48	46	46	39	38	37	37	35	35	34	34	33	32	33.6	2015	32	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Full report and data files available at: http://www.who.int/reproductivehealth/publications/monitoring/maternal-mortality-2015/en/"	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	764	101.0202951	15.13089239	THA	Thailand	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB	48	42	37	32	29	27	25	25	25	27	28	30	31	32	32	30	29	30	31	32	33	32	32	32	32	32	32	2015	32	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	764	101.0202951	15.13089239	THA	Thailand	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB	34	30	27	24	22	21	20	20	20	21	22	23	24	25	25	22	20	20	19	18	17	16	15	15	15	14	15	2015	14	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	764	101.0202951	15.13089239	THA	Thailand	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	MP	40	36	31	28	25	23	22	22	22	23	25	26	27	28	28	26	24	24	24	23	23	22	22	21	21	20	21.2	2015	20	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division. Full report and data files available at: http://www.who.int/reproductivehealth/publications/monitoring/maternal-mortality-2015/en/"	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	768	0.97835765	8.532096072	TGO	Togo	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	UB	759	757	748	734	732	730	725	707	684	667	649	629	609	594	581	572	574	555	536	528	530	540	539	530	524	518	530.2	2015	518	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
2017.Q2.G.01	SH_STA_MORT	Maternal mortality ratio	768	0.97835765	8.532096072	TGO	Togo	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PER_100000_LIVE_BIRTHS	LB	430	434	433	431	430	428	423	410	394	381	367	355	342	334	324	318	316	308	296	290	288	285	279	272	265	255	271.2	2015	255	Estimates by WHO, UNICEF, UNFPA, World Bank Group and the United Nations Population Division.	E
